summary_time,moor_num,berth_num,stay_num,moor_dwt,berth_dwt,stay_dwt,total_wait_duration,total_berth_duration,total_stay_duration
2021-11-28 16:00:00+08,1,8,9,50749,701631,752380,6.7,283.92,290.62
2021-11-28 20:00:00+08,1,6,7,50749,529861,580610,10.7,237.14,247.84
2021-11-29 00:00:00+08,1,8,9,50749,857475,908224,14.7,248.44,263.14
2021-11-29 04:00:00+08,4,8,12,434382,857475,1291857,27.68,280.44,308.12
2021-11-29 08:00:00+08,4,9,13,434382,936940,1371322,43.68,313.9,357.58
2021-11-29 12:00:00+08,4,11,15,434382,1078103,1512485,59.68,354.66,414.34
2021-11-29 16:00:00+08,4,9,13,434382,930668,1365050,75.68,326.6,402.28
2021-11-29 20:00:00+08,3,11,14,349599,1114857,1464456,72.57,365.77,438.34
2021-11-30 00:00:00+08,3,12,15,349599,1117693,1467292,106.11,389.37,495.48
2021-11-30 04:00:00+08,3,12,15,349599,1117693,1467292,118.11,437.37,555.48
2021-11-30 08:00:00+08,3,11,14,349599,1026693,1376292,130.11,397.95,528.06
2021-11-30 12:00:00+08,3,11,14,349599,1026693,1376292,142.11,441.95,584.06
2021-11-30 16:00:00+08,3,10,13,349599,1012890,1362489,154.11,455.85,609.96
2021-11-30 20:00:00+08,3,11,14,349599,1146109,1495708,144.57,477.93,622.5
2021-12-01 00:00:00+08,3,11,14,349599,1146109,1495708,156.57,521.93,678.5
2021-12-01 04:00:00+08,4,10,14,434434,1018749,1453183,172.26,523.32,695.58
2021-12-01 08:00:00+08,4,8,12,367923,900465,1268388,134.23,489.97,624.2
2021-12-01 12:00:00+08,4,6,10,367923,542385,910308,150.23,342.92,493.15
2021-12-01 16:00:00+08,2,5,7,197256,426685,623941,140.97,345.61,486.58
2021-12-01 20:00:00+08,2,8,10,197256,771477,968733,162.4,366.36,528.76
2021-12-02 00:00:00+08,2,10,12,197256,909521,1106777,190.36,367.26,557.62
2021-12-02 04:00:00+08,2,11,13,197256,1061864,1259120,271.35,409.88,681.23
2021-12-02 08:00:00+08,2,10,12,197256,953028,1150284,279.35,373.75,653.1
2021-12-02 12:00:00+08,2,10,12,197256,953028,1150284,287.35,413.75,701.1
2021-12-02 16:00:00+08,2,8,10,197256,833879,1031135,275.39,404.86,680.25
2021-12-02 20:00:00+08,3,11,14,247788,1055071,1302859,287.27,389.86,677.13
2021-12-03 00:00:00+08,3,9,12,247788,929629,1177417,299.29,154.54,453.83
2021-12-03 04:00:00+08,4,10,14,322241,962845,1285086,311.94,194.23,506.17
2021-12-03 08:00:00+08,4,10,14,322241,962845,1285086,327.94,234.23,562.17
2021-12-03 12:00:00+08,4,10,14,322241,844670,1166911,343.94,229.34,573.28
2021-12-03 16:00:00+08,2,10,12,197039,844670,1041709,220.56,269.34,489.9
2021-12-03 20:00:00+08,2,11,13,197039,970631,1167670,358.55,265.57,624.12
2021-12-04 00:00:00+08,2,13,15,197039,1191298,1388337,383.28,315.54,698.82
2021-12-04 04:00:00+08,2,13,15,197039,1222702,1419741,377.82,311.66,689.48
2021-12-04 08:00:00+08,2,13,15,197039,1083422,1280461,312.84,313.02,625.86
2021-12-04 12:00:00+08,2,14,16,197039,1210498,1407537,320.86,365.92,686.78
2021-12-04 16:00:00+08,2,10,12,197039,975851,1172890,198.87,256.98,455.85
2021-12-04 20:00:00+08,2,11,13,197039,1004882,1201921,206.87,224.37,431.24
2021-12-05 00:00:00+08,3,12,15,282476,1062867,1345343,217.88,253.68,471.56
2021-12-05 04:00:00+08,3,12,15,282476,1062867,1345343,229.88,301.68,531.56
2021-12-05 08:00:00+08,3,10,13,282476,971257,1253733,225.15,266.17,491.32
2021-12-05 12:00:00+08,3,11,14,282476,1004948,1287424,237.15,309.86,547.01
2021-12-05 16:00:00+08,4,10,14,354923,864802,1219725,251.16,261.48,512.64
2021-12-05 20:00:00+08,5,12,17,485496,1062190,1547686,271.04,304.02,575.06
2021-12-06 00:00:00+08,6,10,16,591979,812131,1404110,130.25,274.06,404.31
2021-12-06 04:00:00+08,6,11,17,591979,983862,1575841,154.24,301.71,455.95
2021-12-06 08:00:00+08,6,10,16,591979,913879,1505858,178.2,276.78,454.98
2021-12-06 12:00:00+08,6,11,17,591979,1060386,1652365,379.47,317.78,697.25
2021-12-06 16:00:00+08,5,8,13,477871,775281,1253152,384.03,271.12,655.15
2021-12-06 20:00:00+08,5,8,13,477871,810978,1288849,404.05,254.84,658.89
2021-12-07 00:00:00+08,5,9,14,477871,925086,1402957,447.69,290.69,738.38
2021-12-07 04:00:00+08,4,8,12,427339,823307,1250646,359.86,269.89,629.75
2021-12-07 08:00:00+08,4,10,14,427339,994136,1421475,375.85,306.12,681.97
2021-12-07 12:00:00+08,4,9,13,427339,844929,1272268,507.28,214.3,721.58
2021-12-07 16:00:00+08,2,9,11,203020,844929,1047949,414.27,250.3,664.57
2021-12-07 20:00:00+08,2,12,14,203020,1154331,1357351,467.44,289.14,756.58
2021-12-08 00:00:00+08,2,13,15,203020,1239768,1442788,546.56,340.99,887.55
2021-12-08 04:00:00+08,2,15,17,203020,1419709,1622729,554.57,397.59,952.16
2021-12-08 08:00:00+08,2,15,17,203020,1432841,1635861,562.57,421.79,984.36
2021-12-08 12:00:00+08,2,13,15,203020,1234045,1437065,546.99,425.3,972.29
2021-12-08 16:00:00+08,1,12,13,130573,1092023,1222596,480.96,413.6,894.56
2021-12-08 20:00:00+08,1,15,16,130573,1365978,1496551,562.84,463.44,1026.28
2021-12-09 00:00:00+08,1,14,15,130573,1397059,1527632,451.41,449,900.41
2021-12-09 04:00:00+08,3,15,18,325165,1490457,1815622,459.15,507.32,966.47
2021-12-09 08:00:00+08,3,15,18,325165,1490457,1815622,471.15,567.32,1038.47
2021-12-09 12:00:00+08,3,14,17,325165,1455753,1780918,483.15,593.09,1076.24
2021-12-09 16:00:00+08,3,11,14,325165,1162306,1487471,417.22,515.67,932.89
2021-12-09 20:00:00+08,4,12,16,405045,1274530,1679575,431.36,560.33,991.69
2021-12-10 00:00:00+08,6,10,16,511687,1124675,1636362,453.28,420.96,874.24
2021-12-10 04:00:00+08,6,12,18,511687,1189389,1701076,477.27,467.93,945.2
2021-12-10 08:00:00+08,6,13,19,511687,1273528,1785215,501.35,458.65,960
2021-12-10 12:00:00+08,6,12,18,511687,1216021,1727708,525.4,441.81,967.21
2021-12-10 16:00:00+08,6,11,17,511687,1100028,1611715,549.4,445,994.4
2021-12-10 20:00:00+08,6,9,15,511687,994848,1506535,573.39,452.5,1025.89
2021-12-11 00:00:00+08,5,10,15,431807,1057842,1489649,567.19,490.7,1057.89
2021-12-11 04:00:00+08,3,10,13,228787,1047684,1276471,386.24,358.25,744.49
2021-12-11 08:00:00+08,3,12,15,228787,1173337,1402124,487.95,317.2,805.15
2021-12-11 12:00:00+08,3,12,15,228787,1173337,1402124,499.95,365.2,865.15
2021-12-11 16:00:00+08,3,11,14,228787,1061113,1289900,511.92,368.56,880.48
2021-12-11 20:00:00+08,3,10,13,228787,1032088,1260875,523.96,330.51,854.47
2021-12-12 00:00:00+08,3,10,13,228787,987311,1216098,535.96,344.98,880.94
2021-12-12 04:00:00+08,3,10,13,228787,906504,1135291,370.68,249.53,620.21
2021-12-12 08:00:00+08,3,11,14,228787,976898,1205685,382.66,250.11,632.77
2021-12-12 12:00:00+08,4,10,14,269926,958681,1228607,398.35,281.44,679.79
2021-12-12 16:00:00+08,4,9,13,269926,854908,1124834,414.34,288.07,702.41
2021-12-12 20:00:00+08,4,7,11,269926,729894,999820,430.32,247.35,677.67
2021-12-13 00:00:00+08,5,8,13,341302,811065,1152367,448.35,276.82,725.17
2021-12-13 04:00:00+08,6,8,14,457295,763085,1220380,471.06,207.97,679.03
2021-12-13 08:00:00+08,5,9,14,423100,816123,1239223,277.26,191.46,468.72
2021-12-13 12:00:00+08,5,9,14,423100,770438,1193538,349.62,171.83,521.45
2021-12-13 16:00:00+08,6,8,14,533068,621446,1154514,372.01,146.05,518.06
2021-12-13 20:00:00+08,5,8,13,417075,689968,1107043,377.31,154.01,531.32
2021-12-14 00:00:00+08,5,10,15,417075,935470,1352545,419.61,166.56,586.17
2021-12-14 04:00:00+08,6,10,16,521924,902707,1424631,441.07,158.86,599.93
2021-12-14 08:00:00+08,6,12,18,521924,1127760,1649684,465.15,202.2,667.35
2021-12-14 12:00:00+08,6,12,18,521924,1127760,1649684,489.15,250.2,739.35
2021-12-14 16:00:00+08,5,11,16,417075,1076891,1493966,499.62,260.38,760
2021-12-14 20:00:00+08,5,11,16,417075,1074076,1491151,536.86,263.06,799.92
2021-12-15 00:00:00+08,5,12,17,417075,1017434,1434509,556.84,285.35,842.19
2021-12-15 04:00:00+08,5,15,20,417075,1259922,1676997,576.83,340.96,917.79
2021-12-15 08:00:00+08,5,14,19,417075,1218339,1635414,596.81,352.8,949.61
2021-12-15 12:00:00+08,6,13,19,571595,1108339,1679934,618.83,369.24,988.07
2021-12-15 16:00:00+08,6,12,18,571595,1099023,1670618,642.85,369.71,1012.56
2021-12-15 20:00:00+08,6,12,18,626421,1031222,1657643,400.69,256.48,657.17
2021-12-16 00:00:00+08,5,13,18,516453,1198215,1714668,528.23,283.08,811.31
2021-12-16 04:00:00+08,5,13,18,516453,1198215,1714668,548.23,335.08,883.31
2021-12-16 08:00:00+08,5,13,18,516453,1160401,1676854,634.49,280.35,914.84
2021-12-16 12:00:00+08,5,12,17,516453,1126128,1642581,654.51,291.54,946.05
2021-12-16 16:00:00+08,5,10,15,516453,953761,1470214,657.27,275.2,932.47
2021-12-16 20:00:00+08,5,11,16,516453,975044,1491497,677.27,181.83,859.1
2021-12-17 00:00:00+08,5,11,16,518984,975044,1494028,507.85,225.83,733.68
2021-12-17 04:00:00+08,4,14,18,413626,1236375,1650001,686.51,278.37,964.88
2021-12-17 08:00:00+08,4,14,18,413626,1291201,1704827,577.6,300.85,878.45
2021-12-17 12:00:00+08,3,15,18,342250,1332784,1675034,483.6,359.27,842.87
2021-12-17 16:00:00+08,3,14,17,342250,1282949,1625199,495.6,398.45,894.05
2021-12-17 20:00:00+08,3,13,16,342250,1189544,1531794,625.41,350.97,976.38
2021-12-18 00:00:00+08,3,14,17,342250,1222241,1564491,637.42,360.45,997.87
2021-12-18 04:00:00+08,3,14,17,342250,1222241,1564491,649.42,416.45,1065.87
2021-12-18 08:00:00+08,3,12,15,342250,1040706,1382956,661.48,387.49,1048.97
2021-12-18 12:00:00+08,3,7,10,342250,761653,1103903,555.61,258.77,814.38
2021-12-18 16:00:00+08,3,7,10,342250,761653,1103903,567.61,286.77,854.38
2021-12-18 20:00:00+08,3,8,11,342250,878889,1221139,579.64,314.97,894.61
2021-12-19 00:00:00+08,3,8,11,342250,794957,1137207,525.37,286.72,812.09
2021-12-19 04:00:00+08,3,11,14,342250,1002501,1344751,537.34,327.78,865.12
2021-12-19 08:00:00+08,4,10,14,486381,985304,1471685,550.38,365.22,915.6
2021-12-19 12:00:00+08,5,9,14,545651,959268,1504919,567.39,389.31,956.7
2021-12-19 16:00:00+08,5,7,12,545651,754943,1300594,550.31,271.03,821.34
2021-12-19 20:00:00+08,6,8,14,613368,866322,1479690,572.02,181.27,753.29
2021-12-20 00:00:00+08,5,7,12,466777,722262,1189039,329.52,91.65,421.17
2021-12-20 04:00:00+08,5,9,14,466777,977494,1444271,427.13,120.57,547.7
2021-12-20 08:00:00+08,5,9,14,466777,969740,1436517,447.13,153.09,600.22
2021-12-20 12:00:00+08,5,8,13,466777,906469,1373246,467.14,153.64,620.78
2021-12-20 16:00:00+08,5,8,13,466777,876373,1343150,487.13,150.52,637.65
2021-12-20 20:00:00+08,5,8,13,466777,818857,1285634,507.14,157.72,664.86
2021-12-21 00:00:00+08,5,7,12,466777,701621,1168398,527.14,137.53,664.67
2021-12-21 04:00:00+08,6,10,16,539224,1036733,1575957,547.37,174.27,721.64
2021-12-21 08:00:00+08,7,10,17,685996,1082471,1768467,573.53,178.29,751.82
2021-12-21 12:00:00+08,7,10,17,685996,1082471,1768467,601.53,218.29,819.82
2021-12-21 16:00:00+08,7,10,17,685996,1082471,1768467,629.53,258.29,887.82
2021-12-21 20:00:00+08,6,11,17,618279,1145843,1764122,657.29,251.16,908.45
2021-12-22 00:00:00+08,6,11,17,618279,1110852,1729131,681.28,247.46,928.74
2021-12-22 04:00:00+08,6,12,18,618279,1223085,1841364,705.28,294.1,999.38
2021-12-22 08:00:00+08,6,13,19,618279,1316483,1934762,729.28,345.19,1074.47
2021-12-22 12:00:00+08,6,13,19,618279,1316483,1934762,753.28,397.19,1150.47
2021-12-22 16:00:00+08,6,14,20,618279,1350797,1969076,777.28,451.41,1228.69
2021-12-22 20:00:00+08,6,12,18,618279,1232290,1850569,751.77,433.35,1185.12
2021-12-23 00:00:00+08,7,12,19,749637,1198089,1947726,777.46,419.46,1196.92
2021-12-23 04:00:00+08,7,11,18,749637,1104691,1854328,805.46,444.37,1249.83
2021-12-23 08:00:00+08,7,10,17,749637,957785,1707422,833.47,432.4,1265.87
2021-12-23 12:00:00+08,7,9,16,749637,923471,1673108,861.47,450.18,1311.65
2021-12-23 16:00:00+08,7,7,14,749637,748924,1498561,889.47,382.22,1271.69
2021-12-23 20:00:00+08,6,8,14,618279,775735,1394014,895.79,412,1307.79
2021-12-24 00:00:00+08,7,8,15,721970,748023,1469993,920.65,382.6,1303.25
2021-12-24 04:00:00+08,7,9,16,721970,738854,1460824,975.15,297.49,1272.64
2021-12-24 08:00:00+08,8,11,19,831602,896524,1728126,1007.12,338.17,1345.29
2021-12-24 12:00:00+08,8,12,20,831602,1042207,1873809,1039.1,385.6,1424.7
2021-12-24 16:00:00+08,7,10,17,721970,866730,1588700,1059.19,201.21,1260.4
2021-12-24 20:00:00+08,9,10,19,928406,829771,1758177,1032.2,129.1,1161.3
2021-12-25 00:00:00+08,11,8,19,1068800,763404,1832204,1074.52,124.97,1199.49
2021-12-25 04:00:00+08,11,8,19,1068800,763404,1832204,1118.52,156.97,1275.49
2021-12-25 08:00:00+08,11,8,19,1068800,763404,1832204,1162.52,188.97,1351.49
2021-12-25 12:00:00+08,11,8,19,1068800,763404,1832204,1206.52,220.97,1427.49
2021-12-25 16:00:00+08,11,8,19,1068800,763404,1832204,1250.52,252.97,1503.49
2021-12-25 20:00:00+08,11,8,19,1068800,763404,1832204,1294.52,284.97,1579.49
2021-12-26 00:00:00+08,12,8,20,1130409,763404,1893813,1339.04,316.97,1656.01
2021-12-26 04:00:00+08,12,8,20,1130409,763404,1893813,1387.04,348.97,1736.01
2021-12-26 08:00:00+08,12,8,20,1130409,763404,1893813,1435.04,380.97,1816.01
2021-12-26 12:00:00+08,12,8,20,1130409,763404,1893813,1483.04,412.97,1896.01
2021-12-26 16:00:00+08,11,8,19,1014416,763404,1777820,1484.02,444.97,1928.99
2021-12-26 20:00:00+08,11,12,23,1014416,1178256,2192672,1578.99,481.66,2060.65
2021-12-27 00:00:00+08,11,12,23,1014416,1178256,2192672,1622.99,529.66,2152.65
2021-12-27 04:00:00+08,12,12,24,1082017,1178256,2260273,1669.54,577.66,2247.2
2021-12-27 08:00:00+08,12,12,24,1082017,1178256,2260273,1717.54,625.66,2343.2
2021-12-27 12:00:00+08,12,9,21,1082017,863347,1945364,1765.56,490.39,2255.95
2021-12-27 16:00:00+08,11,8,19,1020408,755048,1775456,1773.04,504.75,2277.79
2021-12-27 20:00:00+08,10,6,16,985372,550787,1536159,1719.71,281.06,2000.77
2021-12-28 00:00:00+08,9,9,18,841241,756006,1597247,1667.73,314.75,1982.48
2021-12-28 04:00:00+08,9,10,19,841432,872446,1713878,1622.98,351.63,1974.61
2021-12-28 08:00:00+08,8,13,21,737741,1211672,1949413,1853.31,398.23,2251.54
2021-12-28 12:00:00+08,8,12,20,737741,1217127,1954868,1921.68,395.09,2316.77
2021-12-28 16:00:00+08,8,11,19,737741,1199891,1937632,1953.68,422.69,2376.37
2021-12-28 20:00:00+08,8,12,20,737741,1226541,1964282,1985.69,468.18,2453.87
2021-12-29 00:00:00+08,8,11,19,737741,1110548,1848289,1966.69,464.15,2430.84
2021-12-29 04:00:00+08,8,14,22,737741,1283679,2021420,1998.68,519.2,2517.88
2021-12-29 08:00:00+08,9,13,22,804774,1174982,1979756,2031.61,421.62,2453.23
2021-12-29 12:00:00+08,9,14,23,804774,1209686,2014460,2067.61,473.95,2541.56
2021-12-29 16:00:00+08,8,13,21,737173,1119243,1856416,1955.31,496.1,2451.41
2021-12-29 20:00:00+08,9,11,20,764044,977211,1741255,1993.26,337.86,2331.12
2021-12-30 00:00:00+08,8,11,19,697011,976764,1673775,2012.23,337.3,2349.53
2021-12-30 04:00:00+08,8,13,21,697011,1189254,1886265,2044.23,385.7,2429.93
2021-12-30 08:00:00+08,7,14,21,542491,1256287,1798778,1739.39,441.48,2180.87
2021-12-30 12:00:00+08,7,11,18,542491,1110969,1653460,1767.37,421.24,2188.61
2021-12-30 16:00:00+08,6,9,15,483221,955542,1438763,1526.37,368.16,1894.53
2021-12-30 20:00:00+08,7,10,17,541051,1076410,1617461,1825.27,389.55,2214.82
2021-12-31 00:00:00+08,7,10,17,541051,1076410,1617461,1853.27,429.55,2282.82
2021-12-31 04:00:00+08,7,12,19,541051,1237814,1778865,2255.44,475.14,2730.58
2021-12-31 08:00:00+08,8,12,20,581529,1237814,1819343,2283.82,523.14,2806.96
2021-12-31 12:00:00+08,9,12,21,712102,1237814,1949916,2318.6,571.14,2889.74
2021-12-31 16:00:00+08,9,12,21,712102,1237814,1949916,2354.6,619.14,2973.74
2021-12-31 20:00:00+08,9,8,17,729703,855358,1585061,1817.75,409.21,2226.96
2022-01-01 00:00:00+08,10,4,14,846798,493434,1340232,1585.88,158.23,1744.11
2022-01-01 04:00:00+08,10,4,14,868610,493434,1362044,1619.44,174.23,1793.67
2022-01-01 08:00:00+08,12,5,17,1069770,610529,1680299,1672.65,192.03,1864.68
2022-01-01 12:00:00+08,12,5,17,1069770,610529,1680299,1720.65,212.03,1932.68
2022-01-01 16:00:00+08,12,5,17,1069770,610529,1680299,1768.65,232.03,2000.68
2022-01-01 20:00:00+08,12,5,17,1069770,610529,1680299,1816.65,252.03,2068.68
2022-01-02 00:00:00+08,12,5,17,1069770,610529,1680299,1864.65,272.03,2136.68
2022-01-02 04:00:00+08,13,5,18,1132777,610529,1743306,1914.03,292.03,2206.06
2022-01-02 08:00:00+08,13,5,18,1132777,610529,1743306,1966.03,312.03,2278.06
2022-01-02 12:00:00+08,13,5,18,1109666,610529,1720195,1989.51,332.03,2321.54
2022-01-02 16:00:00+08,11,7,18,1042317,778809,1821126,1924.13,353.03,2277.16
2022-01-02 20:00:00+08,10,7,17,914957,778809,1693766,1930,381.03,2311.03
2022-01-03 00:00:00+08,12,9,21,1056260,933040,1989300,2111.72,412.89,2524.61
2022-01-03 04:00:00+08,13,9,22,1140861,933040,2073901,2159.25,448.89,2608.14
2022-01-03 08:00:00+08,13,10,23,1140861,1040095,2180956,2217.21,487.5,2704.71
2022-01-03 12:00:00+08,13,9,22,1140861,894535,2035396,2269.21,402.2,2671.41
2022-01-03 16:00:00+08,11,9,20,1041892,966123,2008015,1656.27,417.87,2074.14
2022-01-03 20:00:00+08,11,10,21,1041892,1007262,2049154,2239.61,454.23,2693.84
2022-01-04 00:00:00+08,13,10,23,1223769,970612,2194381,2389.37,464.5,2853.87
2022-01-04 04:00:00+08,13,8,21,1223769,885911,2109680,2241.82,465.84,2707.66
2022-01-04 08:00:00+08,13,8,21,1223769,885911,2109680,2293.82,497.84,2791.66
2022-01-04 12:00:00+08,14,7,21,1327336,768816,2096152,2339.42,452.03,2791.45
2022-01-04 16:00:00+08,14,6,20,1327336,582346,1909682,2395.42,344.7,2740.12
2022-01-04 20:00:00+08,12,7,19,1162515,575732,1738247,2300.15,337.37,2637.52
2022-01-05 00:00:00+08,12,8,20,1075279,609980,1685259,2302.85,367.12,2669.97
2022-01-05 04:00:00+08,11,9,20,1002832,752100,1754932,2152.87,354.26,2507.13
2022-01-05 08:00:00+08,11,10,21,1002832,892408,1895240,2021.58,354.38,2375.96
2022-01-05 12:00:00+08,10,9,19,856060,835211,1691271,1699.4,378.22,2077.62
2022-01-05 16:00:00+08,8,10,18,754547,869373,1623920,1680.14,416.51,2096.65
2022-01-05 20:00:00+08,8,12,20,754547,970886,1725433,1779.03,456.89,2235.92
2022-01-06 00:00:00+08,8,12,20,754547,866201,1620748,1436.91,363.07,1799.98
2022-01-06 04:00:00+08,7,13,20,622512,1064535,1687047,1746.51,387.56,2134.07
2022-01-06 08:00:00+08,9,14,23,829276,1196570,2025846,1837.07,441.26,2278.33
2022-01-06 12:00:00+08,9,12,21,829276,1080831,1910107,1873.08,434.59,2307.67
2022-01-06 16:00:00+08,9,12,21,829276,1080831,1910107,1909.08,482.59,2391.67
2022-01-06 20:00:00+08,9,11,20,829276,999294,1828570,1945.08,454.03,2399.11
2022-01-07 00:00:00+08,10,13,23,900635,1189081,2089716,1923.88,501.81,2425.69
2022-01-07 04:00:00+08,9,13,22,822689,1217185,2039874,1916.62,522.51,2439.13
2022-01-07 08:00:00+08,9,14,23,822689,1239185,2061874,1952.62,575.29,2527.91
2022-01-07 12:00:00+08,8,13,21,732055,1187514,1919569,1717.46,590.93,2308.39
2022-01-07 16:00:00+08,9,13,22,762260,1224563,1986823,1719.17,574.52,2293.69
2022-01-07 20:00:00+08,9,13,22,762260,1224563,1986823,1755.17,626.52,2381.69
2022-01-08 00:00:00+08,9,12,21,762260,1093990,1856250,1679.92,607.02,2286.94
2022-01-08 04:00:00+08,12,14,26,1007715,1421069,2428784,1721.24,659.24,2380.48
2022-01-08 08:00:00+08,12,14,26,1007715,1421069,2428784,1769.24,715.24,2484.48
2022-01-08 12:00:00+08,12,13,25,1007715,1312299,2320014,1817.24,731.12,2548.36
2022-01-08 16:00:00+08,12,14,26,1007715,1423483,2431198,1865.2,785.78,2650.98
2022-01-08 20:00:00+08,12,12,24,1026495,1269448,2295943,1795.49,743.29,2538.78
2022-01-09 00:00:00+08,13,11,24,1158530,1294046,2452576,1909.22,525.41,2434.63
2022-01-09 04:00:00+08,13,12,25,1158530,1260139,2418669,1868.3,475.41,2343.71
2022-01-09 08:00:00+08,13,13,26,1158530,1318950,2477480,1920.3,468.98,2389.28
2022-01-09 12:00:00+08,12,12,24,1026495,1301753,2328248,1960.09,514.98,2475.07
2022-01-09 16:00:00+08,12,12,24,1068322,1340247,2408569,1966.59,504.13,2470.72
2022-01-09 20:00:00+08,12,12,24,1068322,1340247,2408569,2014.59,552.13,2566.72
2022-01-10 00:00:00+08,13,12,25,1158596,1340247,2498843,2035.31,600.13,2635.44
2022-01-10 04:00:00+08,14,9,23,1216426,956425,2172851,1683.64,318.35,2001.99
2022-01-10 08:00:00+08,13,9,22,1119446,947995,2067441,1360.77,227.86,1588.63
2022-01-10 12:00:00+08,14,9,23,1242583,1003125,2245708,1502,229.91,1731.91
2022-01-10 16:00:00+08,12,9,21,1007108,1003125,2010233,1257.54,265.91,1523.45
2022-01-10 20:00:00+08,12,12,24,1007108,1311590,2318698,1547.02,306.33,1853.35
2022-01-11 00:00:00+08,12,14,26,1007108,1395132,2402240,1664.92,291.6,1956.52
2022-01-11 04:00:00+08,10,14,24,898589,1395132,2293721,1479.62,347.6,1827.22
2022-01-11 08:00:00+08,10,13,23,898589,1255351,2153940,1547.19,336.73,1883.92
2022-01-11 12:00:00+08,10,12,22,898589,1295132,2193721,1587.23,358.74,1945.97
2022-01-11 16:00:00+08,10,12,22,933903,1295132,2229035,1578.08,406.74,1984.82
2022-01-11 20:00:00+08,10,10,20,933903,1063172,1997075,1584.74,391.2,1975.94
2022-01-12 00:00:00+08,11,13,24,1018591,1308503,2327094,1907.16,441.88,2349.04
2022-01-12 04:00:00+08,10,12,22,877041,1245353,2122394,1732.93,418.43,2151.36
2022-01-12 08:00:00+08,10,12,22,877041,1240207,2117248,1994.73,391.43,2386.16
2022-01-12 12:00:00+08,10,11,21,877041,1099598,1976639,2034.72,333.69,2368.41
2022-01-12 16:00:00+08,9,9,18,826935,946783,1773718,1798.27,295.08,2093.35
2022-01-12 20:00:00+08,9,10,19,826935,1098763,1925698,1539,263.68,1802.68
2022-01-13 00:00:00+08,9,9,18,826935,982203,1809138,1726.77,238.25,1965.02
2022-01-13 04:00:00+08,10,9,19,928652,982203,1910855,1765.79,274.25,2040.04
2022-01-13 08:00:00+08,10,11,21,928652,1107659,2036311,1805.8,314.34,2120.14
2022-01-13 12:00:00+08,10,12,22,928652,1058994,1987646,1845.79,313.4,2159.19
2022-01-13 16:00:00+08,9,11,20,843964,1004837,1848801,1844.54,341.09,2185.63
2022-01-13 20:00:00+08,7,11,18,679240,862922,1542162,1383.06,290.85,1673.91
2022-01-14 00:00:00+08,7,12,19,679240,964639,1643879,1433.38,335.55,1768.93
2022-01-14 04:00:00+08,7,11,18,679240,984468,1663708,1747.14,345.44,2092.58
2022-01-14 08:00:00+08,7,9,16,679240,935006,1614246,1454.27,241.35,1695.62
