summary_time,moor_num,berth_num,stay_num,moor_dwt,berth_dwt,stay_dwt,total_wait_duration,total_berth_duration,total_stay_duration
2022-09-23 20:00:00+08,11,12,23,1188167,889633,2077800,2273.51,207.85,2481.36
2022-09-24 00:00:00+08,12,14,26,1337159,1115316,2452475,2409.72,258.29,2668.01
2022-09-24 04:00:00+08,13,13,26,1375276,1064216,2439492,2461.39,281.6,2742.99
2022-09-24 08:00:00+08,12,12,24,1308267,1057332,2365599,2409.11,301.12,2710.23
2022-09-24 12:00:00+08,11,13,24,1154456,1127751,2282207,2452.89,316.29,2769.18
2022-09-24 16:00:00+08,9,9,18,1001911,796787,1798698,2297.71,192.85,2490.56
2022-09-24 20:00:00+08,9,12,21,1001911,977621,1979532,2463.36,146.6,2609.96
2022-09-25 00:00:00+08,10,13,23,1148424,1114771,2263195,2558.67,168.7,2727.37
2022-09-25 04:00:00+08,10,14,24,1148424,1233585,2382009,2598.66,224.2,2822.86
2022-09-25 08:00:00+08,10,12,22,1148424,1188483,2336907,2638.63,228.38,2867.01
2022-09-25 12:00:00+08,10,12,22,1148424,1188483,2336907,2678.63,276.38,2955.01
2022-09-25 16:00:00+08,7,10,17,750708,1029227,1779935,1498.15,236.98,1735.13
2022-09-25 20:00:00+08,8,9,17,841096,978052,1819148,1520.96,233.02,1753.98
2022-09-26 00:00:00+08,7,11,18,742129,1261831,2003960,1678.61,238.44,1917.05
2022-09-26 04:00:00+08,7,11,18,742129,1347608,2089737,1505.69,245.54,1751.23
2022-09-26 08:00:00+08,8,11,19,849059,1329242,2178301,1643.35,235.72,1879.07
2022-09-26 12:00:00+08,9,11,20,952727,1329242,2281969,1678.81,279.72,1958.53
2022-09-26 16:00:00+08,9,11,20,1033445,1329242,2362687,1653.11,323.72,1976.83
2022-09-26 20:00:00+08,9,11,20,1033445,1258359,2291804,1696.87,323.96,2020.83
2022-09-27 00:00:00+08,9,12,21,1033445,1375606,2409051,1732.88,370.55,2103.43
2022-09-27 04:00:00+08,9,12,21,1033445,1376614,2410059,1654.16,363.63,2017.79
2022-09-27 08:00:00+08,9,12,21,1033445,1376614,2410059,1690.16,411.63,2101.79
2022-09-27 12:00:00+08,9,12,21,1033445,1376614,2410059,1726.16,459.63,2185.79
2022-09-27 16:00:00+08,8,11,19,970492,1222803,2193295,1474.64,434.97,1909.61
2022-09-27 20:00:00+08,8,12,20,970492,1265380,2235872,1637.69,438.49,2076.18
2022-09-28 00:00:00+08,9,13,22,1080460,1443540,2524000,1604.95,460.8,2065.75
2022-09-28 04:00:00+08,9,12,21,968983,1341722,2310705,1383.73,457.15,1840.88
2022-09-28 08:00:00+08,9,12,21,968983,1341594,2310577,1274.1,443.23,1717.33
2022-09-28 12:00:00+08,11,12,23,1112634,1261385,2374019,1349.72,371.5,1721.22
2022-09-28 16:00:00+08,12,12,24,1200240,1261385,2461625,1395.15,419.5,1814.65
2022-09-28 20:00:00+08,11,10,21,1165204,998440,2163644,1425.21,279.73,1704.94
2022-09-29 00:00:00+08,11,11,22,1165204,1193171,2358375,1488.62,264.23,1752.85
2022-09-29 04:00:00+08,11,12,23,1165204,1210368,2375572,1532.62,310.95,1843.57
2022-09-29 08:00:00+08,11,12,23,1165204,1129404,2294608,1576.62,324.6,1901.22
2022-09-29 12:00:00+08,12,10,22,1322280,1049254,2371534,1492.28,320.06,1812.34
2022-09-29 16:00:00+08,10,7,17,1113057,788672,1901729,1351.07,234.67,1585.74
2022-09-29 20:00:00+08,9,11,20,959543,1063852,2023395,879.73,266.49,1146.22
2022-09-30 00:00:00+08,9,13,22,959543,1161124,2120667,1016.31,314.21,1330.52
2022-09-30 04:00:00+08,10,15,25,1100152,1236360,2336512,1649.71,329.67,1979.38
2022-09-30 08:00:00+08,10,13,23,1100152,1111373,2211525,1580.89,263.97,1844.86
2022-09-30 12:00:00+08,10,13,23,1100152,1111373,2211525,1620.89,315.97,1936.86
2022-09-30 16:00:00+08,9,11,20,1012546,969100,1981646,1611.41,279.7,1891.11
2022-09-30 20:00:00+08,9,10,19,1012546,952395,1964941,1699.35,280.47,1979.82
2022-10-01 00:00:00+08,8,11,19,904648,989588,1894236,1468.08,262.31,1730.39
2022-10-01 04:00:00+08,8,12,20,904648,1096518,2001166,1616.27,307.02,1923.29
2022-10-01 08:00:00+08,9,13,22,962478,1291000,2253478,1728.65,291.09,2019.74
2022-10-01 12:00:00+08,9,14,23,962478,1359047,2321525,1764.67,346.46,2111.13
2022-10-01 16:00:00+08,10,13,23,1000360,1323602,2323962,1801,364.33,2165.33
2022-10-01 20:00:00+08,10,11,21,1000360,1134374,2134734,1740.4,276.15,2016.55
2022-10-02 00:00:00+08,9,11,20,906815,1088679,1995494,1642.16,279.64,1921.8
2022-10-02 04:00:00+08,9,12,21,906815,1182224,2089039,1766.22,325.89,2092.11
2022-10-02 08:00:00+08,9,10,19,906815,1031914,1938729,1802.22,330.5,2132.72
2022-10-02 12:00:00+08,8,9,17,768175,968920,1737095,1576.01,354.59,1930.6
2022-10-02 16:00:00+08,7,12,19,710345,1390469,2100814,1846.5,394.6,2241.1
2022-10-02 20:00:00+08,7,13,20,710345,1448299,2158644,1909.74,444.51,2354.25
2022-10-03 00:00:00+08,7,13,20,710345,1448299,2158644,1937.74,496.51,2434.25
2022-10-03 04:00:00+08,7,11,18,710345,1269507,1979852,1886.55,469.7,2356.25
2022-10-03 08:00:00+08,7,9,16,710345,1082625,1792970,1837.93,380.96,2218.89
2022-10-03 12:00:00+08,6,9,15,672463,1043236,1715699,1227.91,336.08,1563.99
2022-10-03 16:00:00+08,5,8,13,568795,985406,1554201,1041.17,350.16,1391.33
2022-10-03 20:00:00+08,5,10,15,568795,1126956,1695751,1291.14,384.01,1675.15
2022-10-04 00:00:00+08,5,10,15,568795,1126956,1695751,1311.14,424.01,1735.15
2022-10-04 04:00:00+08,5,10,15,568795,1126956,1695751,1331.14,464.01,1795.15
2022-10-04 08:00:00+08,5,10,15,568795,1126956,1695751,1351.14,504.01,1855.15
2022-10-04 12:00:00+08,5,10,15,568795,1126956,1695751,1371.14,544.01,1915.15
2022-10-04 16:00:00+08,4,9,13,518689,1024122,1542811,1241.72,503.73,1745.45
2022-10-04 20:00:00+08,4,10,14,518689,1066581,1585270,1358.43,516.57,1875
2022-10-05 00:00:00+08,6,10,16,757262,1067636,1824898,1291.61,487,1778.61
2022-10-05 04:00:00+08,6,10,16,757262,1067636,1824898,1315.61,527,1842.61
2022-10-05 08:00:00+08,6,10,16,757262,1067636,1824898,1339.61,567,1906.61
2022-10-05 12:00:00+08,6,11,17,757262,1101798,1859060,1363.61,609.41,1973.02
2022-10-05 16:00:00+08,5,9,14,630204,891200,1521404,1012.69,499.97,1512.66
2022-10-05 20:00:00+08,4,11,15,545369,1119987,1665356,898.48,460.41,1358.89
2022-10-06 00:00:00+08,4,9,13,545369,923458,1468827,762.55,305.24,1067.79
2022-10-06 04:00:00+08,4,7,11,545369,779098,1324467,778.57,243.49,1022.06
2022-10-06 08:00:00+08,4,10,14,545369,961260,1506629,825.89,276.71,1102.6
2022-10-06 12:00:00+08,4,10,14,545369,983987,1529356,841.89,293.04,1134.93
2022-10-06 16:00:00+08,5,10,15,578585,983987,1562572,861.39,333.04,1194.43
2022-10-06 20:00:00+08,5,9,14,579332,687457,1266789,643.53,170.71,814.24
2022-10-07 00:00:00+08,4,11,15,470332,910284,1380616,486.52,167.8,654.32
2022-10-07 04:00:00+08,5,13,18,492310,1159893,1652203,821.28,216.96,1038.24
2022-10-07 08:00:00+08,6,13,19,533900,1147396,1681296,843.99,244.64,1088.63
2022-10-07 12:00:00+08,6,11,17,533900,995907,1529807,867.98,209.22,1077.2
2022-10-07 16:00:00+08,7,9,16,584432,790903,1375335,810.16,198.93,1009.09
2022-10-07 20:00:00+08,7,13,20,584432,1210891,1795323,838.13,239.22,1077.35
2022-10-08 00:00:00+08,7,13,20,584432,1257488,1841920,866.11,266.5,1132.61
2022-10-08 04:00:00+08,6,11,17,533900,1059950,1593850,881.38,233.5,1114.88
2022-10-08 08:00:00+08,6,10,16,533900,906000,1439900,921.1,210.74,1131.84
2022-10-08 12:00:00+08,6,11,17,650804,1053021,1703825,912.6,253.12,1165.72
2022-10-08 16:00:00+08,6,10,16,650804,990027,1640831,936.6,277.4,1214
2022-10-08 20:00:00+08,6,10,16,650804,890626,1541430,852.95,231.47,1084.42
2022-10-09 00:00:00+08,6,10,16,563031,855300,1418331,781.63,247.39,1029.02
2022-10-09 04:00:00+08,7,10,17,703272,990720,1693992,909.71,281.41,1191.12
2022-10-09 08:00:00+08,8,11,19,849859,1086823,1936682,938.61,324.15,1262.76
2022-10-09 12:00:00+08,8,11,19,849859,1086823,1936682,970.61,368.15,1338.76
2022-10-09 16:00:00+08,6,10,16,669387,1036291,1705678,898.11,379.16,1277.27
2022-10-09 20:00:00+08,6,11,17,669387,1157970,1827357,975.71,371.98,1347.69
2022-10-10 00:00:00+08,6,11,17,669387,1157970,1827357,999.71,415.98,1415.69
2022-10-10 04:00:00+08,6,12,18,669387,1252599,1921986,1023.71,463.98,1487.69
2022-10-10 08:00:00+08,7,11,18,808722,1211009,2019731,988.12,498.82,1486.94
2022-10-10 12:00:00+08,6,11,17,775506,1280978,2056484,920.64,479.33,1399.97
2022-10-10 16:00:00+08,7,10,17,881051,1168231,2049282,777.56,417.63,1195.19
2022-10-10 20:00:00+08,6,13,19,740810,1410877,2151687,864.05,463.55,1327.6
2022-10-11 00:00:00+08,6,12,18,740810,1217119,1957929,888,355.21,1243.21
2022-10-11 04:00:00+08,6,13,19,740810,1356454,2097264,912,406.92,1318.92
2022-10-11 08:00:00+08,6,11,17,740810,1106613,1847423,835.36,354.23,1189.59
2022-10-11 12:00:00+08,7,13,20,863769,1375012,2238781,863.27,402.61,1265.88
2022-10-11 16:00:00+08,8,12,20,914301,1219033,2133334,892.11,361.97,1254.08
2022-10-11 20:00:00+08,8,15,23,914301,1532086,2446387,987.88,415.86,1403.74
2022-10-12 00:00:00+08,8,14,22,914301,1498870,2413171,918,446.25,1364.25
2022-10-12 04:00:00+08,8,14,22,914301,1498870,2413171,950,502.25,1452.25
2022-10-12 08:00:00+08,8,13,21,914301,1412980,2327281,982,525.55,1507.55
2022-10-12 12:00:00+08,10,13,23,1066099,1348251,2414350,1020.81,536.98,1557.79
2022-10-12 16:00:00+08,10,12,22,1066099,1322230,2388329,1060.78,568,1628.78
2022-10-12 20:00:00+08,10,12,22,1067714,1304057,2371771,1006.17,580.74,1586.91
2022-10-13 00:00:00+08,10,12,22,1067714,1304057,2371771,1046.17,628.74,1674.91
2022-10-13 04:00:00+08,10,13,23,1067714,1370022,2437736,1187.14,679.07,1866.21
2022-10-13 08:00:00+08,10,12,22,1067714,1335708,2403422,1227.15,708.89,1936.04
2022-10-13 12:00:00+08,10,11,21,1067714,1268699,2336413,1267.13,693.97,1961.1
2022-10-13 16:00:00+08,9,9,18,962169,1045129,2007298,1201.66,624.33,1825.99
2022-10-13 20:00:00+08,8,10,18,845729,1018619,1864348,1277.8,499.54,1777.34
2022-10-14 00:00:00+08,9,11,20,921456,899695,1821151,1203.86,411.81,1615.67
2022-10-14 04:00:00+08,11,13,24,1082216,1073965,2156181,1284.57,462.2,1746.77
2022-10-14 08:00:00+08,11,12,23,1082216,934630,2016846,1328.55,434.47,1763.02
2022-10-14 12:00:00+08,12,12,24,1076783,934630,2011413,1277.25,482.47,1759.72
2022-10-14 16:00:00+08,11,8,19,1026251,687311,1713562,1252.35,401.31,1653.66
2022-10-14 20:00:00+08,11,12,23,1026251,1060568,2086819,1372.91,438.7,1811.61
2022-10-15 00:00:00+08,12,13,25,1153327,1208859,2362186,1527.89,470.3,1998.19
2022-10-15 04:00:00+08,13,13,26,1254007,1223164,2477171,1478.69,475.33,1954.02
2022-10-15 08:00:00+08,13,12,25,1254007,1082923,2336930,1466.82,439.79,1906.61
2022-10-15 12:00:00+08,13,11,24,1254007,997091,2251098,1518.82,447.68,1966.5
2022-10-15 16:00:00+08,12,12,24,1223773,1201916,2425689,1612.63,477.73,2090.36
2022-10-15 20:00:00+08,12,10,22,1223773,1094810,2318583,1694.54,202.97,1897.51
2022-10-16 00:00:00+08,12,9,21,1223773,986040,2209813,1742.52,231.57,1974.09
2022-10-16 04:00:00+08,12,10,22,1223773,1134622,2358395,1790.48,269.38,2059.86
2022-10-16 08:00:00+08,11,10,21,1110295,1120029,2230324,1738.02,256.88,1994.9
2022-10-16 12:00:00+08,11,10,21,1110295,1153237,2263532,1843.39,263.77,2107.16
2022-10-16 16:00:00+08,10,10,20,1080108,1153237,2233345,1823.54,303.77,2127.31
2022-10-16 20:00:00+08,10,10,20,1080108,1061634,2141742,1895.58,247.76,2143.34
2022-10-17 00:00:00+08,10,10,20,1080108,1061634,2141742,1935.58,287.76,2223.34
2022-10-17 04:00:00+08,10,10,20,1080108,1007736,2087844,1865.16,273.32,2138.48
2022-10-17 08:00:00+08,11,10,21,1120586,1007736,2128322,1907.82,313.32,2221.14
2022-10-17 12:00:00+08,12,10,22,1227498,1007736,2235234,1951.99,353.32,2305.31
2022-10-17 16:00:00+08,12,9,21,1169359,905889,2075248,1911.87,358.89,2270.76
2022-10-17 20:00:00+08,12,10,22,1169359,968202,2137561,1898.4,365.79,2264.19
2022-10-18 00:00:00+08,14,10,24,1310750,971493,2282243,1971.61,308.83,2280.44
2022-10-18 04:00:00+08,14,10,24,1310750,975501,2286251,1961.7,314.94,2276.64
2022-10-18 08:00:00+08,14,11,25,1310750,1002526,2313276,2017.73,356.82,2374.55
2022-10-18 12:00:00+08,14,10,24,1310750,897491,2208241,2073.69,359.33,2433.02
2022-10-18 16:00:00+08,11,7,18,1009799,696222,1706021,1933.94,239.06,2173
2022-10-18 20:00:00+08,11,10,21,1009799,1006216,2016015,2181.12,230.69,2411.81
2022-10-19 00:00:00+08,11,10,21,1009799,1073856,2083655,2225.1,253.16,2478.26
2022-10-19 04:00:00+08,11,11,22,1009799,1091053,2100852,2269.11,295.93,2565.04
2022-10-19 08:00:00+08,12,11,23,1105902,1091053,2196955,2316.3,339.93,2656.23
2022-10-19 12:00:00+08,12,9,21,1105902,813391,1919293,2214.32,197.73,2412.05
2022-10-19 16:00:00+08,10,8,18,879226,718911,1598137,2119.16,213.58,2332.74
2022-10-19 20:00:00+08,10,11,21,879226,992260,1871486,2307.59,202.09,2509.68
2022-10-20 00:00:00+08,8,11,19,633536,962045,1595581,1544.95,216.74,1761.69
2022-10-20 04:00:00+08,9,10,19,748879,834969,1583848,1489.47,227.52,1716.99
2022-10-20 08:00:00+08,10,12,22,852570,1144998,1997568,2320.88,252.77,2573.65
2022-10-20 12:00:00+08,11,11,22,963885,1036162,2000047,2266.44,236.81,2503.25
2022-10-20 16:00:00+08,10,7,17,888555,778373,1666928,1933.02,131.74,2064.76
2022-10-20 20:00:00+08,10,10,20,888555,936658,1825213,2174.25,164.25,2338.5
2022-10-21 00:00:00+08,11,11,22,1007914,1043570,2051484,2299.57,206.23,2505.8
2022-10-21 04:00:00+08,10,10,20,940974,1000590,1941564,2329.63,221.53,2551.16
2022-10-21 08:00:00+08,10,12,22,940974,1074414,2015388,2385.91,266.21,2652.12
2022-10-21 12:00:00+08,10,12,22,940974,1074414,2015388,2425.91,314.21,2740.12
2022-10-21 16:00:00+08,8,12,20,750435,1074414,1824849,2005.36,362.21,2367.57
2022-10-21 20:00:00+08,7,10,17,709957,973879,1683836,1941.78,266.48,2208.26
2022-10-22 00:00:00+08,7,11,18,709957,1096838,1806795,2222.73,309.42,2532.15
2022-10-22 04:00:00+08,7,12,19,712120,1137316,1849436,2326.05,357.17,2683.22
2022-10-22 08:00:00+08,7,8,15,712120,630741,1342861,1997.2,196.19,2193.39
2022-10-22 12:00:00+08,7,7,14,712120,636129,1348249,2072.56,143.51,2216.07
2022-10-22 16:00:00+08,7,7,14,702981,724351,1427332,1733.6,154.23,1887.83
2022-10-22 20:00:00+08,6,10,16,652284,1008886,1661170,1796.43,187.23,1983.66
2022-10-23 00:00:00+08,5,9,14,510928,968065,1478993,1297.89,163.85,1461.74
2022-10-23 04:00:00+08,5,11,16,510928,1110369,1621297,1191.48,102.47,1293.95
2022-10-23 08:00:00+08,5,11,16,510928,1110369,1621297,1211.48,146.47,1357.95
2022-10-23 12:00:00+08,5,11,16,510928,1110369,1621297,1231.48,190.47,1421.95
2022-10-23 16:00:00+08,6,11,17,578645,1110369,1689014,1251.73,234.47,1486.2
2022-10-23 20:00:00+08,6,12,18,578645,1173709,1752354,1275.72,263.49,1539.21
2022-10-24 00:00:00+08,8,12,20,723787,1173709,1897496,1302.09,311.49,1613.58
2022-10-24 04:00:00+08,8,11,19,723787,1123012,1846799,1201.49,332.87,1534.36
2022-10-24 08:00:00+08,7,12,19,610309,1157405,1767714,1180.22,314.99,1495.21
2022-10-24 12:00:00+08,7,11,18,610309,1094134,1704443,1208.24,346.36,1554.6
2022-10-24 16:00:00+08,6,7,13,499625,626393,1126018,676.78,188.38,865.16
2022-10-24 20:00:00+08,6,10,16,499625,907984,1407609,763.15,169.18,932.33
2022-10-25 00:00:00+08,7,11,18,643775,1011675,1655450,901.88,211.32,1113.2
2022-10-25 04:00:00+08,6,11,17,535425,1011675,1547100,913.96,255.32,1169.28
2022-10-25 08:00:00+08,6,10,16,535425,1026706,1562131,955.56,236.82,1192.38
2022-10-25 12:00:00+08,7,11,18,572995,1044981,1617976,980.33,279.39,1259.72
2022-10-25 16:00:00+08,7,11,18,572995,1044981,1617976,1008.33,323.39,1331.72
2022-10-25 20:00:00+08,9,10,19,742849,1026706,1769555,1041.88,356.82,1398.7
2022-10-26 00:00:00+08,9,10,19,742849,1026706,1769555,1077.88,396.82,1474.7
2022-10-26 04:00:00+08,7,7,14,572995,790397,1363392,977.7,339.09,1316.79
2022-10-26 08:00:00+08,8,10,18,625783,948096,1573879,638.52,297.17,935.69
2022-10-26 12:00:00+08,8,10,18,625783,948096,1573879,670.52,337.17,1007.69
2022-10-26 16:00:00+08,9,10,19,652594,948096,1600690,705.5,377.17,1082.67
2022-10-26 20:00:00+08,9,11,20,652594,982258,1634852,741.48,418.48,1159.96
2022-10-27 00:00:00+08,8,9,17,615024,760430,1375454,658.81,367.12,1025.93
2022-10-27 04:00:00+08,6,6,12,553940,580360,1134300,564.57,289.09,853.66
2022-10-27 08:00:00+08,5,14,19,486223,1218707,1704930,672.26,332.77,1005.03
2022-10-27 12:00:00+08,6,12,18,607370,1036851,1644221,682.06,278.59,960.65
2022-10-27 16:00:00+08,5,9,14,463227,742038,1205265,566.88,149.83,716.71
2022-10-27 20:00:00+08,5,13,18,463227,1134316,1597543,810.95,191.08,1002.03
2022-10-28 00:00:00+08,5,12,17,463227,1108296,1571523,830.98,223.78,1054.76
2022-10-28 04:00:00+08,5,13,18,463227,1115180,1578407,850.95,275.6,1126.55
2022-10-28 08:00:00+08,4,13,17,412792,1045466,1458258,655.11,248.48,903.59
2022-10-28 12:00:00+08,4,15,19,412792,1204542,1617334,776.12,305.28,1081.4
2022-10-28 16:00:00+08,2,11,13,173935,1025801,1199736,414.84,227.9,642.74
2022-10-28 20:00:00+08,1,12,13,121147,1049302,1170449,479.47,233.31,712.78
2022-10-29 00:00:00+08,2,13,15,232181,1178523,1410704,550.21,253.17,803.38
2022-10-29 04:00:00+08,2,12,14,232181,1066007,1298188,558.22,272.18,830.4
2022-10-29 08:00:00+08,3,11,14,376523,878114,1254637,568.53,251.09,819.62
2022-10-29 12:00:00+08,4,10,14,428256,947377,1375633,582.98,169.67,752.65
2022-10-29 16:00:00+08,4,9,13,428256,888010,1316266,598.97,188.46,787.43
2022-10-29 20:00:00+08,4,13,17,428256,1289729,1717985,615,230.77,845.77
2022-10-30 00:00:00+08,5,13,18,540772,1303876,1844648,461.13,223.95,685.08
2022-10-30 04:00:00+08,7,14,21,811798,1322167,2133965,483.82,279.44,763.26
2022-10-30 08:00:00+08,7,14,21,811798,1334005,2145803,511.82,328.39,840.21
2022-10-30 12:00:00+08,8,14,22,896486,1334005,2230491,543.26,384.39,927.65
2022-10-30 16:00:00+08,8,12,20,935079,1203920,2138999,571.59,384.55,956.14
2022-10-30 20:00:00+08,7,12,19,822563,1179878,2002441,593.53,408.67,1002.2
2022-10-31 00:00:00+08,7,13,20,822563,1292394,2114957,645.04,457.31,1102.35
2022-10-31 04:00:00+08,7,9,16,822563,1110918,1933481,673.05,356.91,1029.96
2022-10-31 08:00:00+08,7,9,16,822563,1110918,1933481,701.05,392.91,1093.96
2022-10-31 12:00:00+08,6,5,11,699282,642106,1341388,451.97,206.13,658.1
2022-10-31 16:00:00+08,5,6,11,558829,765387,1324216,463.39,229.66,693.05
2022-10-31 20:00:00+08,5,7,12,558829,828200,1387029,523.74,205.07,728.81
2022-11-01 00:00:00+08,4,7,11,428256,828200,1256456,497.72,233.07,730.79
2022-11-01 04:00:00+08,4,7,11,428256,815297,1243553,415.46,185.95,601.41
2022-11-01 08:00:00+08,4,9,13,428256,935111,1363367,484.02,92.19,576.21
2022-11-01 12:00:00+08,4,9,13,428256,935111,1363367,500.02,128.19,628.21
2022-11-01 16:00:00+08,4,10,14,428256,1073488,1501744,516.11,165.42,681.53
2022-11-01 20:00:00+08,4,11,15,428256,1158263,1586519,532.11,208.81,740.92
2022-11-02 00:00:00+08,5,11,16,523916,1098575,1622491,526.14,205.26,731.4
2022-11-02 04:00:00+08,6,12,18,618290,1202223,1820513,547.69,252.6,800.29
2022-11-02 08:00:00+08,6,14,20,618290,1282451,1900741,571.69,305.43,877.12
2022-11-02 12:00:00+08,5,13,18,473948,1251758,1725706,493.39,293.18,786.57
2022-11-02 16:00:00+08,4,11,15,352801,1043702,1396503,340.74,270.25,610.99
2022-11-02 20:00:00+08,5,11,16,473745,1029838,1503583,412.2,238.82,651.02
2022-11-03 00:00:00+08,4,10,14,362711,852171,1214882,269.55,187.15,456.7
2022-11-03 04:00:00+08,5,13,18,403189,1069058,1472247,445.72,237.12,682.84
2022-11-03 08:00:00+08,5,14,19,403189,1180092,1583281,592.09,293.01,885.1
2022-11-03 12:00:00+08,5,12,17,403189,1059321,1462510,612.1,302.92,915.02
2022-11-03 16:00:00+08,6,9,15,419586,930596,1350182,634.47,265.52,899.99
2022-11-03 20:00:00+08,6,10,16,419586,1077374,1496960,658.48,302.14,960.62
2022-11-04 00:00:00+08,6,9,15,419586,905278,1324864,682.56,221.12,903.68
2022-11-04 04:00:00+08,6,9,15,419586,849091,1268677,706.55,213.39,919.94
2022-11-04 08:00:00+08,7,10,17,573294,946071,1519365,733.81,251.65,985.46
2022-11-04 12:00:00+08,6,9,15,477634,891914,1369548,700.25,256.09,956.34
2022-11-04 16:00:00+08,6,7,13,477634,736165,1213799,724.19,210.09,934.28
2022-11-04 20:00:00+08,6,11,17,477634,1064431,1542065,817.3,200.01,1017.31
2022-11-05 00:00:00+08,6,10,16,356863,943284,1300147,667.95,196.04,863.99
2022-11-05 04:00:00+08,5,11,16,323926,1096992,1420918,706.97,237.85,944.82
2022-11-05 08:00:00+08,5,13,18,323926,1196615,1520541,735.47,286.39,1021.86
2022-11-05 12:00:00+08,5,12,17,323926,1189731,1513657,755.47,302.81,1058.28
2022-11-05 16:00:00+08,5,10,15,323926,1031851,1355777,775.45,308.08,1083.53
2022-11-05 20:00:00+08,5,8,13,323926,908221,1232147,795.45,282.73,1078.18
2022-11-06 00:00:00+08,5,7,12,337734,814397,1152131,751.64,244.99,996.63
2022-11-06 04:00:00+08,5,7,12,337734,770964,1108698,645.25,204.08,849.33
2022-11-06 08:00:00+08,5,7,12,337734,720675,1058409,727.92,209.21,937.13
2022-11-06 12:00:00+08,5,5,10,337734,419257,756991,640.93,105.88,746.81
2022-11-06 16:00:00+08,5,5,10,337734,419257,756991,660.93,125.88,786.81
2022-11-06 20:00:00+08,4,8,12,243360,772893,1016253,567.43,129.79,697.22
2022-11-07 00:00:00+08,4,8,12,243360,780967,1024327,520.73,145.49,666.22
2022-11-07 04:00:00+08,3,8,11,191627,721633,913260,423.43,130.58,554.01
2022-11-07 08:00:00+08,3,9,12,191627,773366,964993,648.35,164.1,812.45
2022-11-07 12:00:00+08,3,9,12,191627,894422,1086049,660.35,186.71,847.06
2022-11-07 16:00:00+08,2,8,10,70683,808531,879214,555.34,181.82,737.16
2022-11-07 20:00:00+08,3,7,10,121458,629737,751195,497.69,117.09,614.78
2022-11-08 00:00:00+08,3,8,11,121458,744649,866107,631.05,119.45,750.5
2022-11-08 04:00:00+08,3,8,11,121458,744649,866107,643.05,151.45,794.5
2022-11-08 08:00:00+08,3,8,11,121458,744649,866107,655.05,183.45,838.5
2022-11-08 12:00:00+08,3,9,12,227571,910640,1138211,539.06,218.35,757.41
2022-11-08 16:00:00+08,3,8,11,227571,842623,1070194,551.04,209.7,760.74
2022-11-08 20:00:00+08,4,9,13,293271,940325,1233596,351.1,206.3,557.4
2022-11-09 00:00:00+08,4,10,14,293271,1059614,1352885,367.07,217.89,584.96
2022-11-09 04:00:00+08,4,10,14,293271,1059614,1352885,383.07,257.89,640.96
2022-11-09 08:00:00+08,4,9,13,293271,914087,1207358,399.07,251.93,651
2022-11-09 12:00:00+08,5,8,13,327975,815035,1143010,418.32,251.79,670.11
2022-11-09 16:00:00+08,5,8,13,327975,815035,1143010,438.32,283.79,722.11
2022-11-09 20:00:00+08,5,6,11,327975,665600,993575,458.33,265.66,723.99
2022-11-10 00:00:00+08,5,6,11,327975,623541,951516,359.69,222.3,581.99
2022-11-10 04:00:00+08,5,7,12,327975,664019,991994,547.84,249.83,797.67
2022-11-10 08:00:00+08,4,10,14,343671,802503,1146174,566.68,281.22,847.9
2022-11-10 12:00:00+08,4,10,14,343671,802503,1146174,582.68,321.22,903.9
2022-11-10 16:00:00+08,4,9,13,343671,750188,1093859,598.7,341.69,940.39
2022-11-10 20:00:00+08,4,9,13,223948,662470,886418,558.82,331.49,890.31
2022-11-11 00:00:00+08,6,10,16,430727,686822,1117549,642.04,268.57,910.61
2022-11-11 04:00:00+08,3,9,12,257554,648742,906296,505.96,287.61,793.57
2022-11-11 08:00:00+08,2,11,13,102554,654244,756798,533.5,231.12,764.62
2022-11-11 12:00:00+08,3,12,15,223488,890640,1114128,564.29,246.55,810.84
2022-11-11 16:00:00+08,2,11,13,171709,863829,1035538,557.35,277.3,834.65
2022-11-11 20:00:00+08,1,13,14,120934,996214,1117148,283.75,245.24,528.99
2022-11-12 00:00:00+08,1,14,15,120934,1120801,1241735,373.93,285.32,659.25
2022-11-12 04:00:00+08,1,14,15,120934,1109344,1230278,377.96,324.01,701.97
2022-11-12 08:00:00+08,1,14,15,120934,1109344,1230278,381.96,380.01,761.97
2022-11-12 12:00:00+08,1,14,15,120934,1109344,1230278,385.96,436.01,821.97
2022-11-12 16:00:00+08,1,13,14,120934,1102460,1223394,390,458.12,848.12
2022-11-12 20:00:00+08,0,9,9,0,836707,836707,336.39,415.04,751.43
2022-11-13 00:00:00+08,0,7,7,0,687698,687698,205.84,274.5,480.34
2022-11-13 04:00:00+08,0,9,9,0,825829,825829,246.87,304.68,551.55
2022-11-13 08:00:00+08,0,9,9,0,825829,825829,246.87,340.68,587.55
2022-11-13 12:00:00+08,0,8,8,0,808632,808632,246.87,368.56,615.43
2022-11-13 16:00:00+08,1,6,7,102834,591852,694686,219.24,305.9,525.14
2022-11-13 20:00:00+08,2,5,7,207434,445261,652695,160.97,261.5,422.47
2022-11-14 00:00:00+08,2,6,8,207434,567085,774519,168.94,281.9,450.84
2022-11-14 04:00:00+08,1,7,8,104600,772280,876880,61.69,256.77,318.46
2022-11-14 08:00:00+08,1,6,7,104600,718734,823334,69.58,53.71,123.29
2022-11-14 12:00:00+08,1,6,7,104600,718734,823334,73.58,77.71,151.29
